state,district,year,annual_rainfall_mm
Madhya Pradesh,JABALPUR,2022,1174.2
Madhya Pradesh,JHABUA,2022,751.6
Madhya Pradesh,Jabalpur,2019,1269.9
Madhya Pradesh,Jabalpur,2020,1337.4
Madhya Pradesh,Jabalpur,2021,1199.2
Madhya Pradesh,Jabalpur,2023,1120.7
Madhya Pradesh,Jhabua,2019,899.0
Madhya Pradesh,Jhabua,2020,905.4
Madhya Pradesh,Jhabua,2021,782.8
Madhya Pradesh,Jhabua,2023,802.0
Madhya Pradesh,KATNI,2022,1123.6
Madhya Pradesh,KHANDWA,2022,896.9
Madhya Pradesh,KHARGONE,2022,753.9
Madhya Pradesh,Katni,2019,1277.8
Madhya Pradesh,Katni,2020,1190.6
Madhya Pradesh,Katni,2021,1076.7
Madhya Pradesh,Katni,2023,1046.6
Madhya Pradesh,Khandwa,2019,1030.1
Madhya Pradesh,Khandwa,2020,1062.3
Madhya Pradesh,Khandwa,2021,951.7
Madhya Pradesh,Khandwa,2023,905.0
Madhya Pradesh,Khargone,2019,902.8
Madhya Pradesh,Khargone,2020,887.4
Madhya Pradesh,Khargone,2021,808.1
Madhya Pradesh,Khargone,2023,815.2
Madhya Pradesh,MANDLA,2022,1252.8
Madhya Pradesh,MANDSAUR,2022,828.4
Madhya Pradesh,MORENA,2022,736.1
Madhya Pradesh,Mandla,2019,1527.3
Madhya Pradesh,Mandla,2020,1557.0
Madhya Pradesh,Mandla,2021,1381.2
Madhya Pradesh,Mandla,2023,1362.2
Madhya Pradesh,Mandsaur,2019,972.6
Madhya Pradesh,Mandsaur,2020,919.4
Madhya Pradesh,Mandsaur,2021,822.8
Madhya Pradesh,Mandsaur,2023,806.5
Madhya Pradesh,Morena,2019,889.9
Madhya Pradesh,Morena,2020,822.4
Madhya Pradesh,Morena,2021,778.7
Madhya Pradesh,Morena,2023,740.0
Madhya Pradesh,NARSINGHPUR,2022,1102.7
Madhya Pradesh,NEEMUCH,2022,736.8
Madhya Pradesh,Narsimhapur,2019,1160.0
Madhya Pradesh,Narsimhapur,2021,1063.8
Madhya Pradesh,Narsinghpur,2020,1209.5
Madhya Pradesh,Narsinghpur,2023,1049.3
Madhya Pradesh,Neemuch,2019,937.4
Madhya Pradesh,Neemuch,2020,858.7
Madhya Pradesh,Neemuch,2021,834.2
Madhya Pradesh,Neemuch,2023,764.4
Madhya Pradesh,PANNA,2022,1073.6
Madhya Pradesh,Panna,2019,1336.7
Madhya Pradesh,Panna,2020,1270.2
Madhya Pradesh,Panna,2021,1161.7
Madhya Pradesh,Panna,2023,1085.9
Madhya Pradesh,RAISEN,2022,1139.0
Madhya Pradesh,RAJGARH,2022,878.1
Madhya Pradesh,RATLAM,2022,881.2
Madhya Pradesh,REWA,2022,1051.5
Madhya Pradesh,Raisen,2019,1288.6
Madhya Pradesh,Raisen,2020,1329.1
Madhya Pradesh,Raisen,2021,1167.7
Madhya Pradesh,Raisen,2023,1159.3
Madhya Pradesh,Rajgarh,2019,1024.1
Madhya Pradesh,Rajgarh,2020,1103.2
Madhya Pradesh,Rajgarh,2021,952.6
Madhya Pradesh,Rajgarh,2023,884.7
Madhya Pradesh,Ratlam,2019,998.1
Madhya Pradesh,Ratlam,2020,999.0
Madhya Pradesh,Ratlam,2021,940.2
Madhya Pradesh,Ratlam,2023,876.4
Madhya Pradesh,Rewa,2019,1214.0
Madhya Pradesh,Rewa,2020,1156.6
Madhya Pradesh,Rewa,2021,1031.2
Madhya Pradesh,Rewa,2023,1016.2
Madhya Pradesh,SAGAR,2022,1143.8
Madhya Pradesh,SATNA,2022,959.7
Madhya Pradesh,SEHORE,2022,1047.4
Madhya Pradesh,SEONI,2022,1068.4
Madhya Pradesh,SHAHDOL,2022,1068.0
Madhya Pradesh,SHAJAPUR,2022,907.1
Madhya Pradesh,SHEOPUR,2022,742.5
Madhya Pradesh,SHIVPURI,2022,835.6
Madhya Pradesh,SIDHI,2022,1091.8
Madhya Pradesh,SINGRAULI,2022,873.3
Madhya Pradesh,Sagar,2019,1359.7
Madhya Pradesh,Sagar,2020,1261.3
Madhya Pradesh,Sagar,2021,1134.5
Madhya Pradesh,Sagar,2023,1094.9
Madhya Pradesh,Satna,2019,1110.3
Madhya Pradesh,Satna,2020,1154.7
Madhya Pradesh,Satna,2021,1091.2
Madhya Pradesh,Satna,2023,947.0
Madhya Pradesh,Sehore,2019,1219.9
Madhya Pradesh,Sehore,2020,1250.3
Madhya Pradesh,Sehore,2021,1190.6
Madhya Pradesh,Sehore,2023,1063.5
Madhya Pradesh,Seoni,2019,1311.9
Madhya Pradesh,Seoni,2020,1239.5
Madhya Pradesh,Seoni,2021,1138.4
Madhya Pradesh,Seoni,2023,1174.8
Madhya Pradesh,Shahdol,2019,1277.7
Madhya Pradesh,Shahdol,2020,1149.9
Madhya Pradesh,Shahdol,2021,1148.4
Madhya Pradesh,Shahdol,2023,1057.8
Madhya Pradesh,Shajapur,2019,1082.8
Madhya Pradesh,Shajapur,2020,1030.2
Madhya Pradesh,Shajapur,2021,941.4
Madhya Pradesh,Shajapur,2023,891.4
Madhya Pradesh,Sheopur,2019,885.6
Madhya Pradesh,Sheopur,2020,832.1
Madhya Pradesh,Sheopur,2021,747.1
Madhya Pradesh,Sheopur,2023,730.1
Madhya Pradesh,Shivpuri,2019,964.7
Madhya Pradesh,Shivpuri,2020,908.8
Madhya Pradesh,Shivpuri,2021,865.6
Madhya Pradesh,Shivpuri,2023,845.8
Madhya Pradesh,Sidhi,2019,1189.4
Madhya Pradesh,Sidhi,2020,1249.6
Madhya Pradesh,Sidhi,2021,1109.5
Madhya Pradesh,Sidhi,2023,1098.4
Madhya Pradesh,Singrauli,2019,980.6
Madhya Pradesh,Singrauli,2020,1023.4
Madhya Pradesh,Singrauli,2021,942.8
Madhya Pradesh,Singrauli,2023,904.4
Madhya Pradesh,TIKAMGARH,2022,898.4
Madhya Pradesh,Tikamgarh,2019,1032.1
Madhya Pradesh,Tikamgarh,2020,1035.0
Madhya Pradesh,Tikamgarh,2021,963.4
Madhya Pradesh,Tikamgarh,2023,888.4
Madhya Pradesh,UJJAIN,2022,811.4
Madhya Pradesh,UMARIA,2022,1211.6
Madhya Pradesh,Ujjain,2019,1015.2
Madhya Pradesh,Ujjain,2020,1004.6
Madhya Pradesh,Ujjain,2021,871.1
Madhya Pradesh,Ujjain,2023,864.9
Madhya Pradesh,Umaria,2019,1344.8
Madhya Pradesh,Umaria,2020,1367.3
Madhya Pradesh,Umaria,2021,1175.2
Madhya Pradesh,Umaria,2023,1179.9
Madhya Pradesh,VIDISHA,2022,1070.6
Madhya Pradesh,Vidisha,2019,1139.4
Madhya Pradesh,Vidisha,2020,1238.9
Madhya Pradesh,Vidisha,2021,1064.0
Madhya Pradesh,Vidisha,2023,1057.5
Maharashtra,Ahmednagar,2019,648.3
Maharashtra,Ahmednagar,2022,542.4
Maharashtra,Ahmednagar,2023,551.7
Maharashtra,Akola,2019,930.9
Maharashtra,Akola,2022,759.1
Maharashtra,Akola,2023,753.2
Maharashtra,Amravati,2019,1003.7
Maharashtra,Amravati,2022,869.5
Maharashtra,Amravati,2023,865.7
Maharashtra,Aurangabad,2019,811.3
Maharashtra,Aurangabad,2022,668.9
Maharashtra,Aurangabad,2023,694.6
Maharashtra,Beed,2019,749.6
Maharashtra,Beed,2022,668.9
Maharashtra,Beed,2023,633.0
Maharashtra,Bhandara,2019,1397.0
Maharashtra,Bhandara,2022,1198.9
Maharashtra,Bhandara,2023,1202.5
Maharashtra,Buldhana,2019,837.6
Maharashtra,Buldhana,2022,694.3
Maharashtra,Buldhana,2023,698.5
Maharashtra,Chandrapur,2019,1362.5
Maharashtra,Chandrapur,2022,1180.5
Maharashtra,Chandrapur,2023,1163.1
Maharashtra,Dhule,2019,639.4
Maharashtra,Dhule,2022,576.7
Maharashtra,Dhule,2023,580.4
Maharashtra,Gadchiroli,2019,1613.8
Maharashtra,Gadchiroli,2022,1357.8
Maharashtra,Gadchiroli,2023,1346.4
Maharashtra,Gondia,2019,1562.6
Maharashtra,Gondia,2022,1290.9
Maharashtra,Gondia,2023,1285.8
Maharashtra,Hingoli,2019,1026.2
Maharashtra,Hingoli,2022,906.0
Maharashtra,Hingoli,2023,909.6
Maharashtra,Jalgaon,2019,795.9
Maharashtra,Jalgaon,2022,692.6
Maharashtra,Jalgaon,2023,689.4
Maharashtra,Jalna,2019,811.3
Maharashtra,Jalna,2022,704.1
Maharashtra,Jalna,2023,707.4
Maharashtra,Kolhapur,2019,2239.9
Maharashtra,Kolhapur,2022,1958.6
Maharashtra,Kolhapur,2023,1783.0
Maharashtra,Latur,2019,970.5
Maharashtra,Latur,2022,813.3
Maharashtra,Latur,2023,868.0
Maharashtra,MUMBAI,2019,1462.4
Maharashtra,MUMBAI,2022,1171.0
Maharashtra,MUMBAI CITY,2022,2212.7
Maharashtra,Mumbai,2023,1149.0
Maharashtra,Mumbai City,2023,2214.2
Maharashtra,NAGPUR,2020,1147.3
Maharashtra,NAGPUR,2022,964.3
Maharashtra,NANDURBAR,2022,836.1
Maharashtra,Nagpur,2019,1146.7
Maharashtra,Nagpur,2021,1035.0
Maharashtra,Nagpur,2022,984.9
Maharashtra,Nagpur,2023,1034.7
Maharashtra,Nanded,2019,1061.4
Maharashtra,Nanded,2022,886.4
Maharashtra,Nanded,2023,913.4
Maharashtra,Nandurbar,2019,1000.9
Maharashtra,Nandurbar,2022,818.2
Maharashtra,Nandurbar,2023,830.0
Maharashtra,Nashik,2019,1089.7
Maharashtra,Nashik,2022,937.0
Maharashtra,Nashik,2023,985.4
Maharashtra,Osmanabad,2019,829.9
Maharashtra,Osmanabad,2022,734.4
Maharashtra,Osmanabad,2023,747.9
Maharashtra,Parbhani,2019,947.9
Maharashtra,Parbhani,2022,848.9
Maharashtra,Parbhani,2023,822.7
Maharashtra,Pune,2019,1169.0
Maharashtra,Pune,2020,1105.3
Maharashtra,Pune,2021,1036.3
Maharashtra,Pune,2022,959.6
Maharashtra,Pune,2023,911.2
Maharashtra,Raigad,2019,3654.8
Maharashtra,Raigad,2022,3221.3
Maharashtra,Raigad,2023,3113.5
Maharashtra,Ratnagiri,2019,3939.5
Maharashtra,Ratnagiri,2022,3387.7
Maharashtra,Ratnagiri,2023,3173.7
Maharashtra,Sangli,2019,780.5
Maharashtra,Sangli,2022,694.4
Maharashtra,Sangli,2023,680.7
Maharashtra,Satara,2019,1037.9
Maharashtra,Satara,2022,892.1
Maharashtra,Satara,2023,845.2
Maharashtra,Sindudurg,2019,1369.4
Maharashtra,Sindudurg,2022,1235.6
Maharashtra,Sindudurg,2023,1174.8
Maharashtra,Solapur,2019,734.1
Maharashtra,Solapur,2022,603.1
Maharashtra,Solapur,2023,617.9
Maharashtra,Thane,2019,2683.2
Maharashtra,Thane,2022,2419.2
Maharashtra,Thane,2023,2378.0
Maharashtra,WASHIM,2022,892.1
Maharashtra,Wardha,2019,1092.2
Maharashtra,Wardha,2022,988.2
Maharashtra,Wardha,2023,1000.4
Maharashtra,Washim,2019,1005.7
Maharashtra,Washim,2022,848.7
Maharashtra,Washim,2023,842.3
Maharashtra,Yavatmal,2019,1096.4
Maharashtra,Yavatmal,2022,933.7
Maharashtra,Yavatmal,2023,928.1
Maharashtra,chandrapur,2019,1361.7
Meghalaya,Dhalai,2019,2733.7
Meghalaya,Dhalai,2020,2764.6
Meghalaya,East Garo Hills,2019,4049.8
Meghalaya,East Garo Hills,2021,3823.9
Meghalaya,East Garo Hills,2022,3336.0
Meghalaya,East Garo Hills,2023,3529.4
Meghalaya,East Khasi Hills,2021,3611.1
Meghalaya,East Khasi Hills,2022,3437.0
Meghalaya,East Khasi Hills,2023,3537.2
Meghalaya,Gomti,2019,4129.1
Meghalaya,Gomti,2020,4211.5
Meghalaya,Khowai,2020,3865.1
Meghalaya,North Garo Hills,2019,3890.7
Meghalaya,North Garo Hills,2021,3727.8
Meghalaya,North Garo Hills,2022,3489.0
Meghalaya,North Garo Hills,2023,3383.7
Meghalaya,North Tripura,2020,2758.5
Meghalaya,Ri Bhoi,2021,3494.9
Meghalaya,Ri Bhoi,2022,3598.3
Meghalaya,Ri Bhoi,2023,3355.2
Meghalaya,Ri-Bhoi,2021,2058.7
Meghalaya,Ribhoi,2023,3367.2
Meghalaya,South West Garo,2022,3411.7
Meghalaya,South West Garo Hill,2023,3312.8
Meghalaya,South West Garo Hills,2021,3653.0
Meghalaya,South West Garo HillsZikzak,2022,3312.2
Meghalaya,West Garo Hill,2023,3565.9
Meghalaya,West Garo Hills,2019,3943.3
Meghalaya,West Garo Hills,2021,3660.6
Meghalaya,West Garo Hills,2022,3593.5
Meghalaya,West Jaintia Hills,2021,3701.0
Meghalaya,West Jaintia Hills,2022,3473.3
Meghalaya,West Khasi Hills,2021,3582.0
Meghalaya,West Khasi Hills,2022,3404.1
Meghalaya,West Khasi Hills,2023,3520.5
Meghalaya,West jaintia Hills,2022,3632.9
Mizoram,Kolasib,2023,2540.9
Mizoram,Mamit,2023,2660.8
Mizoram,Serchhip,2023,2409.8
Nagaland,Dimapur,2019,1431.5
Nagaland,Dimapur,2022,1173.6
Nagaland,Dimapur,2023,1235.2
Nagaland,North Tripura,2020,3011.3
Odisha,ANUGUL,2019,1170.7
Odisha,ANUGUL,2022,1053.6
Odisha,Angul,2020,1440.2
Odisha,Angul,2021,1353.2
Odisha,Anugul,2023,992.3
Odisha,BALANGIR,2019,1204.0
Odisha,BALANGIR,2022,1060.5
Odisha,BALESHWAR,2019,1191.6
Odisha,BALESHWAR,2022,1051.1
Odisha,BARGARH,2019,1432.5
Odisha,BARGARH,2021,1305.7
Odisha,BARGARH,2022,1157.5
Odisha,BAUDH,2019,1197.8
Odisha,BAUDH,2022,998.1
Odisha,BHADARK,2021,1142.6
Odisha,BHADRAK,2019,1728.9
Odisha,BHADRAK,2022,1422.6
Odisha,Balangir,2023,1069.4
Odisha,Baleswar,2020,1201.5
Odisha,Baleswar,2021,1102.5
Odisha,Baragarh,2020,1149.7
Odisha,Bargarh,2023,1219.4
Odisha,Bhadrak,2020,1581.9
Odisha,Bolangir,2020,1542.9
Odisha,Bolangir,2021,1395.4
Odisha,Boudh,2020,1224.0
Odisha,Boudh,2021,1038.5
Odisha,CUTTACK,2019,1638.8
Odisha,CUTTACK,2022,1394.7
Odisha,Cuttack,2020,1633.3
Odisha,Cuttack,2021,1442.5
Odisha,Cuttack,2023,1490.9
Odisha,DEBAGARH,2019,1216.5
Odisha,DEBAGARH,2022,1013.9
Odisha,DHENKANAL,2019,1599.3
Odisha,DHENKANAL,2022,1373.6
Odisha,Deogarh,2020,1688.3
Odisha,Deogarh,2021,1520.5
Odisha,Dhenkanal,2020,1668.4
Odisha,Dhenkanal,2021,1453.9
Odisha,Dhenkanal,2023,1448.8
Odisha,GAJAPATI,2019,1664.8
Odisha,GAJAPATI,2021,1405.3
Odisha,GAJAPATI,2022,1433.6
Odisha,GANJAM,2019,1379.9
Odisha,GANJAM,2021,1332.5
Odisha,GANJAM,2022,1211.6
Odisha,JAGATSINGHAPUR,2019,1255.7
Odisha,JAGATSINGHAPUR,2022,1072.1
Odisha,JAJAPUR,2019,1247.0
Odisha,JAJAPUR,2022,1064.0
Odisha,JHARSUGUDA,2019,1590.1
Odisha,JHARSUGUDA,2021,1398.4
Odisha,JHARSUGUDA,2022,1372.4
Odisha,Jagatsingpur,2020,1159.9
Odisha,Jagatsingpur,2021,1110.2
Odisha,Jajpur,2020,1654.2
Odisha,Jajpur,2021,1598.5
Odisha,Jharsuguda,2020,1629.6
Odisha,Jharsuguda,2023,1430.5
Odisha,KALAHANDI,2019,1486.6
Odisha,KALAHANDI,2022,1366.6
Odisha,KANDHAMAL,2019,1261.2
Odisha,KANDHAMAL,2022,1032.7
Odisha,KENDRAPADA,2021,1100.6
Odisha,KENDRAPARA,2019,1739.5
Odisha,KENDRAPARA,2022,1401.1
Odisha,KENDUJHAR,2019,1210.3
Odisha,KENDUJHAR,2022,1023.5
Odisha,KHORDHA,2019,1167.2
Odisha,KHORDHA,2022,1020.3
Odisha,KORAPUT,2019,1707.7
Odisha,KORAPUT,2022,1452.8
Odisha,Kalahandi,2020,1473.5
Odisha,Kandhamal,2020,1254.5
Odisha,Kandhamala,2021,1094.4
Odisha,Kendrapada,2020,1254.9
Odisha,Kendujhar,2023,1027.0
Odisha,Keonjhar,2020,1176.4
Odisha,Khordha,2020,1199.7
Odisha,Khordha,2023,1027.7
Odisha,Koraput,2020,1698.8
Odisha,Koraput,2023,1546.6
Odisha,MALKANGIRI,2019,1680.8
Odisha,MALKANGIRI,2022,1496.0
Odisha,MAYURBHANJ,2019,1854.2
Odisha,MAYURBHANJ,2022,1506.7
Odisha,Malkangiri,2020,1639.0
Odisha,Mayurbhanj,2020,1861.0
Odisha,Mayurbhanj,2021,1637.5
Odisha,Mayurbhanj,2023,1492.1
Odisha,NABARANGAPUR,2019,1269.9
Odisha,NABARANGAPUR,2022,988.3
Odisha,NAYAGARH,2019,1626.2
Odisha,NAYAGARH,2022,1429.0
Odisha,NUAPADA,2019,1178.4
Odisha,NUAPADA,2022,997.0
Odisha,Nabarangpur,2021,1047.8
Odisha,Nawarangpur,2020,1774.3
Odisha,Nayagarh,2020,1517.5
Odisha,Nayagarh,2021,1463.2
Odisha,Nayagarh,2023,1303.4
Odisha,Nuapada,2020,1200.1
Odisha,Nuapada,2021,1143.1
Odisha,Nuapada,2023,1066.5
Odisha,PURI,2019,1575.8
Odisha,PURI,2022,1305.4
Odisha,Puri,2020,1562.8
Odisha,Puri,2023,1334.8
Odisha,RAYAGADA,2019,1448.8
Odisha,RAYAGADA,2022,1201.2
Odisha,Rayagada,2020,1502.2
Odisha,SAMBALPUR,2019,1678.4
Odisha,SAMBALPUR,2022,1397.5
Odisha,SONAPUR,2019,1194.0
Odisha,SONAPUR,2022,1025.1
Odisha,SUNDARGARH,2019,1531.1
Odisha,SUNDARGARH,2022,1296.5
Odisha,SUNDERGARH,2021,1118.3
Odisha,Sambalpur,2020,1589.8
Odisha,Sambalpur,2021,1505.4
Odisha,Sambalpur,2023,1438.8
Odisha,Sonapur,2023,984.3
Odisha,Sonepur,2020,1484.5
Odisha,Sonepur,2021,1417.4
Odisha,Sundargarh,2020,1415.8
Odisha,Sundargarh,2021,1339.0
Odisha,Sundargarh,2023,1230.9
Odisha,Sundergarh,2020,1140.5
Puducherry,Karaikal,2019,1612.0
Puducherry,Karaikal,2022,1481.4
Puducherry,Pondicherry,2019,1514.5
Puducherry,Pondicherry,2022,1314.0
Puducherry,Pondicherry,2023,1254.8
Punjab,Amritsar,2019,762.9
Punjab,Amritsar,2020,790.4
Punjab,Amritsar,2021,711.2
Punjab,Amritsar,2022,701.8
Punjab,Amritsar,2023,651.1
Punjab,Barnala,2019,493.8
Punjab,Barnala,2020,472.7
Punjab,Barnala,2021,437.1
Punjab,Barnala,2022,432.5
Punjab,Barnala,2023,421.4
Punjab,Bathinda,2019,443.1
Punjab,Bathinda,2022,379.4
Punjab,Bathinda,2023,381.9
Punjab,Bhatinda,2020,727.1
Punjab,Bhatinda,2021,667.2
Punjab,Faridkot,2019,478.0
Punjab,Faridkot,2020,466.0
Punjab,Faridkot,2021,403.8
Punjab,Faridkot,2022,398.0
Punjab,Faridkot,2023,388.2
Punjab,Fatehgarh Sahib,2019,695.9
Punjab,Fatehgarh Sahib,2020,731.0
Punjab,Fatehgarh Sahib,2021,612.4
Punjab,Fatehgarh Sahib,2022,634.1
Punjab,Fatehgarh Sahib,2023,607.3
Punjab,Fazilka,2019,723.2
Punjab,Fazilka,2020,718.2
Punjab,Fazilka,2021,667.4
Punjab,Fazilka,2022,618.0
Punjab,Fazilka,2023,616.6
Punjab,Ferozepur,2019,479.4
Punjab,Ferozepur,2022,429.1
Punjab,Ferozepur,2023,413.3
Punjab,Firozpur,2020,723.7
Punjab,Firozpur,2021,642.8
Punjab,Gurdaspur,2019,1245.8
Punjab,Gurdaspur,2020,1157.0
Punjab,Gurdaspur,2021,1055.6
Punjab,Gurdaspur,2022,1068.4
Punjab,Gurdaspur,2023,1001.0
Punjab,Hoshiarpur,2019,982.4
Punjab,Hoshiarpur,2020,967.5
Punjab,Hoshiarpur,2021,965.9
Punjab,Hoshiarpur,2022,897.9
Punjab,Hoshiarpur,2023,864.2
Punjab,Hosiarpur,2019,698.9
Punjab,Jalandhar,2019,779.1
Punjab,Jalandhar,2020,805.3
Punjab,Jalandhar,2021,723.4
Punjab,Jalandhar,2022,654.7
Punjab,Jalandhar,2023,653.9
Punjab,Kapurthala,2019,599.7
Punjab,Kapurthala,2020,629.0
Punjab,Kapurthala,2021,577.2
Punjab,Kapurthala,2022,521.4
Punjab,Kapurthala,2023,508.3
Punjab,Ludhiana,2019,722.6
Punjab,Ludhiana,2020,782.3
Punjab,Ludhiana,2021,664.9
Punjab,Ludhiana,2022,661.8
Punjab,Ludhiana,2023,652.5
Punjab,Mansa,2019,456.3
Punjab,Mansa,2020,444.1
Punjab,Mansa,2021,399.9
Punjab,Mansa,2022,399.2
Punjab,Mansa,2023,405.4
Punjab,Moga,2019,514.0
Punjab,Moga,2020,503.6
Punjab,Moga,2021,435.1
Punjab,Moga,2022,453.2
Punjab,Moga,2023,445.9
Punjab,Muktsar,2019,430.3
Punjab,Muktsar,2020,456.4
Punjab,Muktsar,2021,399.5
Punjab,Muktsar,2022,378.6
Punjab,Muktsar,2023,384.8
Punjab,Nawanshahar,2019,735.6
Punjab,Nawanshahar,2020,718.0
Punjab,Nawanshahar,2021,618.2
Punjab,Nawanshahr,2022,930.0
Punjab,Nawanshahr,2023,985.7
Punjab,Pathankot,2019,693.8
Punjab,Pathankot,2020,697.9
Punjab,Pathankot,2021,637.7
Punjab,Pathankot,2022,605.9
Punjab,Pathankot,2023,616.5
Punjab,Patiala,2019,863.9
Punjab,Patiala,2020,798.4
Punjab,Patiala,2021,716.3
Punjab,Patiala,2022,685.5
Punjab,Patiala,2023,734.2
Punjab,Ropar,2019,723.8
Punjab,Roper,2020,691.8
Punjab,Roper,2021,662.3
Punjab,Rupnagar,2022,931.6
Punjab,Rupnagar,2023,930.3
Punjab,SAS Nagar,2019,743.3
Punjab,SAS Nagar,2020,689.4
Punjab,SAS Nagar,2021,658.4
Punjab,SAS Nagar,2022,607.2
Punjab,Sangrur,2019,634.1
Punjab,Sangrur,2020,621.4
Punjab,Sangrur,2021,567.1
Punjab,Sangrur,2022,532.1
Punjab,Sangrur,2023,507.1
Punjab,Sas Nagar,2023,612.4
Punjab,Taran Taran,2020,741.2
Punjab,Taran Taran,2021,670.1
Punjab,Tarn Taran,2019,471.5
Punjab,Tarn Taran,2021,429.8
Punjab,Tarn Taran,2022,406.7
Punjab,Tarn Taran,2023,431.8
Rajasthan,AJMER,2019,524.6
Rajasthan,AJMER,2020,489.4
Rajasthan,AJMER,2021,457.8
Rajasthan,AJMER,2022,449.3
Rajasthan,ALWAR,2019,710.1
Rajasthan,ALWAR,2020,690.6
Rajasthan,ALWAR,2021,630.2
Rajasthan,ALWAR,2022,593.5
Rajasthan,Ajmer,2023,425.7
Rajasthan,Alwar,2023,596.9
Rajasthan,BANSWARA,2019,989.6
Rajasthan,BANSWARA,2020,998.4
Rajasthan,BANSWARA,2021,886.1
Rajasthan,BANSWARA,2022,851.7
Rajasthan,BARAN,2019,906.1
Rajasthan,BARAN,2020,925.9
Rajasthan,BARAN,2021,802.8
Rajasthan,BARAN,2022,781.2
Rajasthan,BARMER,2019,302.2
Rajasthan,BARMER,2020,307.2
Rajasthan,BARMER,2021,255.3
Rajasthan,BARMER,2022,250.0
Rajasthan,BHARATPUR,2019,703.7
Rajasthan,BHARATPUR,2020,657.0
Rajasthan,BHARATPUR,2021,618.3
Rajasthan,BHARATPUR,2022,597.4
Rajasthan,BHILWARA,2019,701.3
Rajasthan,BHILWARA,2020,665.5
Rajasthan,BHILWARA,2021,614.9
Rajasthan,BHILWARA,2022,609.2
Rajasthan,BIKANER,2019,303.0
Rajasthan,BIKANER,2020,283.9
Rajasthan,BIKANER,2021,278.3
Rajasthan,BIKANER,2022,245.6
Rajasthan,BUNDI,2019,795.2
Rajasthan,BUNDI,2020,746.2
Rajasthan,BUNDI,2021,730.5
Rajasthan,BUNDI,2022,654.5
Rajasthan,Banswara,2022,815.7
Rajasthan,Banswara,2023,800.9
Rajasthan,Baran,2023,786.0
Rajasthan,Barmer,2021,275.9
Rajasthan,Barmer,2022,265.0
Rajasthan,Barmer,2023,249.2
Rajasthan,Bharatpur,2023,580.8
Rajasthan,Bhilwara,2023,605.5
Rajasthan,Bikaner,2023,267.5
Rajasthan,Bundi,2023,669.4
Rajasthan,CHITTAURGARH,2019,632.8
Rajasthan,CHITTAURGARH,2020,628.4
Rajasthan,CHITTAURGARH,2021,587.0
Rajasthan,CHITTAURGARH,2022,519.5
Rajasthan,CHURU,2019,411.4
Rajasthan,CHURU,2020,397.0
Rajasthan,CHURU,2021,376.7
Rajasthan,CHURU,2022,333.3
Rajasthan,Chittaurgarh,2023,551.5
Rajasthan,Churu,2023,346.8
Rajasthan,DAUSA,2019,752.8
Rajasthan,DAUSA,2020,703.5
Rajasthan,DAUSA,2021,673.4
Rajasthan,DAUSA,2022,638.2
Rajasthan,DHAULPUR,2019,643.6
Rajasthan,DHAULPUR,2020,640.5
Rajasthan,DHAULPUR,2021,585.9
Rajasthan,DHAULPUR,2022,563.4
Rajasthan,DUNGARPUR,2019,728.4
Rajasthan,DUNGARPUR,2020,762.8
Rajasthan,DUNGARPUR,2021,670.9
Rajasthan,DUNGARPUR,2022,610.2
Rajasthan,Dausa,2023,606.3
Rajasthan,Dhaulpur,2023,537.6
Rajasthan,Dungarpur,2023,655.3
Rajasthan,GANGANAGAR,2019,653.0
Rajasthan,GANGANAGAR,2020,652.2
Rajasthan,GANGANAGAR,2021,576.8
Rajasthan,GANGANAGAR,2022,543.4
Rajasthan,GANGANAGAR Sri,2022,527.4
Rajasthan,Ganganagar,2021,565.9
Rajasthan,Ganganagar,2023,543.1
Rajasthan,HANUMANGARH,2019,318.1
Rajasthan,HANUMANGARH,2020,319.6
Rajasthan,HANUMANGARH,2021,301.5
Rajasthan,HANUMANGARH,2022,290.2
Rajasthan,Hanumangarh,2023,297.6
Rajasthan,JAIPUR,2019,662.4
Rajasthan,JAIPUR,2020,638.1
Rajasthan,JAIPUR,2021,566.9
Rajasthan,JAIPUR,2022,550.0
Rajasthan,JAISALMER,2019,205.0
Rajasthan,JAISALMER,2020,190.0
Rajasthan,JAISALMER,2022,168.8
Rajasthan,JALORE,2019,485.8
Rajasthan,JALORE,2020,460.1
Rajasthan,JALORE,2022,404.4
Rajasthan,JHALAWAR,2019,1021.1
Rajasthan,JHALAWAR,2020,971.4
Rajasthan,JHALAWAR,2021,898.4
Rajasthan,JHALAWAR,2022,850.7
Rajasthan,JHUNJHUNU,2019,504.0
Rajasthan,JHUNJHUNU,2020,499.3
Rajasthan,JHUNJHUNU,2021,492.0
Rajasthan,JHUNJHUNU,2022,441.9
Rajasthan,JODHPUR,2019,339.5
Rajasthan,JODHPUR,2020,329.1
Rajasthan,JODHPUR,2021,318.5
Rajasthan,JODHPUR,2022,282.6
Rajasthan,Jaipur,2023,538.8
Rajasthan,Jaisalmer,2019,206.7
Rajasthan,Jaisalmer,2021,185.5
Rajasthan,Jaisalmer,2023,165.0
Rajasthan,Jalore,2021,435.6
Rajasthan,Jalore,2023,399.8
Rajasthan,Jhalawar,2023,863.5
Rajasthan,Jhunjhunu,2023,435.6
Rajasthan,Jodhpur,2019,324.7
Rajasthan,Jodhpur,2021,312.0
Rajasthan,Jodhpur,2023,289.5
Rajasthan,KARAULI,2019,761.0
Rajasthan,KARAULI,2020,776.3
